CharNFound  No one answers to that name here.~
CharSelf    You thank yourself since nobody else wants to !~
OtherSelf   $n thanks $mself since you won't.~

SocialName  twiddle~
CharNoArg   You patiently twiddle your thumbs.~
OtherNoArg  $n patiently twiddles $s thumbs.~
CharFound   You twiddle $S ears.~
OtherFound  $n twiddles $N's ears.~
VictFound   $n twiddles your ears.~
CharNFound  You don't see the person here.~
CharSelf    You twiddle your ears like Dumbo.~
OtherSelf   $n twiddles $s own ears like Dumbo.~

SocialName  wave~
CharNoArg   You wave.~
OtherNoArg  $n waves happily.~
CharFound   You wave goodbye to $N.~
OtherFound  $n waves goodbye to $N.~
VictFound   $n waves goodbye to you.  Have a good journey.~
CharNFound  They didn't wait for you to wave goodbye.~
CharSelf    Are you going on adventures as well??~
OtherSelf   $n waves goodbye to $mself.~

SocialName  whistle~
CharNoArg   You whistle appreciatively.~
OtherNoArg  $n whistles appreciatively.~
CharFound   You whistle at the sight of $M.~
OtherFound  $n whistles at the sight of $N.~
VictFound   $n whistles at the sight of you.~
CharNFound  You don't see nothing special to whistle at.~
CharSelf    You whistle a little tune to yourself.~
OtherSelf   $n whistles a little tune to $mself.~

SocialName  wiggle~
CharNoArg   You wiggle your bottom.~
OtherNoArg  $n wiggles $s bottom.~
CharFound   You wiggle your bottom toward $M.~
OtherFound  $n wiggles $s bottom toward $N.~
VictFound   $n wiggles $s bottom toward you.~
CharNFound  You must be alone.~
CharSelf    You wiggle about like a fish.~
OtherSelf   $n wiggles about like a fish.~

SocialName  wink~
CharNoArg   Have you got something in your eye?~
OtherNoArg  $n winks suggestively.~
CharFound   You wink suggestively at $N.~
OtherFound  $n winks at $N.~
VictFound   $n winks suggestively at you.~
CharNFound  No one with that name is present.~
CharSelf    You wink at yourself ?? - what are you up to?~
OtherSelf   $n winks at $mself - something strange is going on...~

SocialName  yawn~
CharNoArg   You must be tired.~
OtherNoArg  $n yawns.~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  french~
CharNoArg   Kiss whom?~
OtherNoArg  none~
CharFound   You give $N a long and passionate kiss, it seems to last forever...~
OtherFound  $n kisses $N passionately.~
VictFound   $n gives you a long and passionate kiss, it seems to last forever...~
CharNFound  Your heart is filled with despair as that person is not here.~
CharSelf    You gather yourself in your arms and try to kiss yourself.~
OtherSelf   $n makes an attempt at kissing $mself.~

SocialName  massage~
CharNoArg   Massage what?  Thin air?~
OtherNoArg  none~
CharFound   You gently massage $N's shoulders.~
OtherFound  $n massages $N's shoulders.~
VictFound   $n gently massages your shoulders - Ahhhhhhhhhh...~
CharNFound  You can only massage someone in the same room as you.~
CharSelf    You practice yoga as you try to massage yourself.~
OtherSelf   $n gives a show on yoga-positions, trying to massage $mself.~

SocialName  tickle~
CharNoArg   Whom do you want to tickle?~
OtherNoArg  none~
CharFound   You tickle $N.~
OtherFound  $n tickles $N.~
VictFound   $n tickles you - hee hee hee.~
CharNFound  Who is that??~
CharSelf    You tickle yourself, how funny!~
OtherSelf   $n tickles $mself.~

SocialName  pat~
CharNoArg   Pat who?~
OtherNoArg  none~
CharFound   You pat $N on $S head.~
OtherFound  $n pats $N on $S head.~
VictFound   $n pats you on your head.~
CharNFound  Who, where, what?~
CharSelf    You pat yourself on your head, very reassuring.~
OtherSelf   $n pats $mself on the head.~

SocialName  curse~
CharNoArg   You swear loudly for a long time.~
OtherNoArg  $n swears : #@*"*&^*#%@*&! !!!!!~
CharFound   You swear at $M.~
OtherFound  $n swears at $N.~
VictFound   $n swears at you!  Where are the manners?~
CharNFound  You can't find the victim of your frustrations.~
CharSelf    You swear at your own mistakes.~
OtherSelf   $n starts swearing at $mself.  Why don't you help?~

SocialName  beg~
CharNoArg   You beg the gods for mercy.~
OtherNoArg  The gods fall down laughing at $n's request for mercy.~
CharFound   You desperately try to squeeze a few coins from $M.~
OtherFound  $n begs you for money. You graciously let $m peep at your fortune.~
VictFound   $n begs $N for a dime or two - or twenty !~
CharNFound  Your money-lender seems to be out for the moment.~
CharSelf    Begging yourself for money doesn't help.~
OtherSelf   none~

SocialName  cringe~
CharNoArg   You cringe in terror.~
OtherNoArg  $n cringes in terror!~
CharFound   You cringe away from $M.~
OtherFound  $n cringes away from $N in mortal terror.~
VictFound   $n cringes away from you.~
CharNFound  I don't see anyone by that name here.. what are you afraid of?~
CharSelf    I beg your pardon?~
OtherSelf   none~

SocialName  daydream~
CharNoArg   You dream of better times.~
OtherNoArg  $n looks absent-minded, his eyes staring into space.~
CharFound   You stare dreamily at $N.~
OtherFound  $n stares dreamily at $N.~
VictFound   $n stares dreamily at you.~
CharNFound  Dream away, they left.~
CharSelf    You dream of better times.~
OtherSelf   $n looks absent-minded, his eyes staring into space.~

SocialName  fume~
CharNoArg   Take it easy now! count to ten, very slowly.~
OtherNoArg  $n grits $s teeth and fumes with rage.~
CharFound   You stare at $M, fuming.~
OtherFound  $n stares at $N, fuming with rage.~
VictFound   $n stares at you, fuming with rage!~
CharNFound  Fume away... they ain't here.~
CharSelf    That's right - hate yourself!~
OtherSelf   $n clenches $s fists and stomps his feet, fuming with anger.~

SocialName  grovel~
CharNoArg   You grovel in the dirt.~
OtherNoArg  $n grovels in the dirt.~
CharFound   You grovel before $M~
OtherFound  $n grovels in the dirt before $N.~
VictFound   $n grovels in the dirt before you.~
CharNFound  Who?~
CharSelf    That seems a little silly to me.~
OtherSelf   none~

SocialName  hop~
CharNoArg   You hop around like a little kid.~
OtherNoArg  $n hops around like a little kid.~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  nudge~
CharNoArg   Nudge whom?~
OtherNoArg  none~
CharFound   You nudge $M.~
OtherFound  $n nudges $N.~
VictFound   $n nudges you.~
CharNFound  Who?~
CharSelf    You nudge yourself, for some strange reason.~
OtherSelf   $n nudges $mself, to keep $mself awake.~

SocialName  ponder~
CharNoArg   You ponder the question.~
OtherNoArg  $n scratches $s head and ponders the question.~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  punch~
CharNoArg   Punch whom?~
OtherNoArg  none~
CharFound   You punch $M playfully.~
OtherFound  $n punches $N playfully.~
VictFound   $n punches you playfully.  OUCH!~
CharNFound  You can't find your boxing partner.~
CharSelf    You punch yourself.  You deserve it.~
OtherSelf   $n punches $mself.  Why don't you join in?~

SocialName  snarl~
CharNoArg   You grizzle your teeth and look mean.~
OtherNoArg  $n snarls angrily.~
CharFound   You snarl at $M.~
OtherFound  $n snarls at $N.~
VictFound   $n snarls at you, for some reason.~
CharNFound  No need to snarl!~
CharSelf    You snarl at yourself.~
OtherSelf   $n snarls at $mself.~

SocialName  spank~
CharNoArg   Spank whom?~
OtherNoArg  none~
CharFound   You spank $M playfully.~
OtherFound  $n spanks $N playfully.~
VictFound   $n spanks you playfully.  OUCH!~
CharNFound  Your hand can't find your victim!~
CharSelf    You spank yourself....HMMMMMMM...~
OtherSelf   $n spanks $mself....HMMMMMMM...~

SocialName  hand~
CharNoArg   Kiss whose hand?~
OtherNoArg  none~
CharFound   You kiss $S hand.~
OtherFound  $n kisses $N's hand.  How continental!~
VictFound   $n kisses your hand.  How continental!~
CharNFound  You can't find a lady in THIS group.~
CharSelf    You kiss your own hand.~
OtherSelf   $n kisses $s own hand.~

SocialName  yodel~
CharNoArg   You think of Julie Andrews and start to yodel.~
OtherNoArg  $n begins to yodel:  HEY!! CLERICS!! I COULD USE A HEAL!!!~
CharFound   $N covers $S ears as you begin to yodel.~
OtherFound  $n yodels to $N.~
VictFound   $n yodels to you...you cringe and turn away.~
CharNFound  That person just escaped!~
CharSelf    Well, it's up to you if you want to damage your hearing.~
OtherSelf   $n yodels to $mself.  What a sado-masochist.~

SocialName  faint~
CharNoArg   You faint.~
OtherNoArg  $n faints.~
CharFound   You faint into $S arms.~
OtherFound  $n faints into $N's open arms.~
VictFound   $n just fainted into YOUR arms.~
CharNFound  You fall on the floor and look stupid--really suave.~
CharSelf    none~
OtherSelf   none~

SocialName  pinch~
CharNoArg   You pinch the thin air!~
OtherNoArg  none~
CharFound   You pinch $S tight little buns!~
OtherFound  $n pinches $N's buns.~
VictFound   $n pinches your A*S!~
CharNFound  You'd like to, wouldn't you?~
CharSelf    You pinch yourself to see if you are dreaming!~
OtherSelf   $n pinches $mself to see if $e is dreaming!~

SocialName  stroke~
CharNoArg   Whose thigh would you like to stroke?~
OtherNoArg  none~
CharFound   You gently stroke $S inner thigh.~
OtherFound  none~
VictFound   $n gently strokes your inner thigh...you get goose bumps!~
CharNFound  Maybe you should practice on yourself first.~
CharSelf    You are about to do something you'd rather not be caught doing.~
OtherSelf   none~

SocialName  apologize~
CharNoArg   You apologize until you are blue in the face.~
OtherNoArg  $n apologizes profusely.~
CharFound   You might as well apologize because $E sure as hell won't.~
OtherFound  $n apologizes to $N with a very sincere look on $s face.~
VictFound   $n apologizes to you and begs for forgiveness.~
CharNFound  Who's that?~
CharSelf    none~
OtherSelf   none~

SocialName  caress~
CharNoArg   Who do you wish to caress?~
OtherNoArg  $n looks for someone to caress.~
CharFound   You tenderly caress $M.~
OtherFound  $n tenderly caresses $N.~
VictFound   $n tenderly caresses your body.~
CharNFound  You're S.O.L., buddy.~
CharSelf    none~
OtherSelf   none~

SocialName  stagger~
CharNoArg   You stagger blindly around the room.~
OtherNoArg  $n staggers blindly around the room.~
CharFound   You stagger toward $N as the room begins to spin.~
OtherFound  $n staggers into $N.~
VictFound   $n staggers blindly into you.~
CharNFound  Stagger into whom!?!?~
CharSelf    none~
OtherSelf   none~

SocialName  snort~
CharNoArg   You snort.~
OtherNoArg  $n snorts.~
CharFound   You snort derisively at $N.~
OtherFound  $n snorts derisively at $N.~
VictFound   $n snorts at you.~
CharNFound  Snort at whom?~
CharSelf    You snort at your own stupidity.~
OtherSelf   $n snorts at $s own stupidity.~

SocialName  slobber~
CharNoArg   You slobber down your front.~
OtherNoArg  $n slobbers all over $mself.~
CharFound   You slobber on $N.~
OtherFound  $n slobbers on $N  **Yuck**~
VictFound   $n slobbers disgustingly on you.~
CharNFound  Slobber on WHOM?~
CharSelf    none~
OtherSelf   none~

SocialName  blink~
CharNoArg   You bat your eyelashes.~
OtherNoArg  $n blinks innocently.~
CharFound   You blink innocently at $N.~
OtherFound  $n blinks innocently at $N.~
VictFound   $n blinks innocently at you.~
CharNFound  Feign innocence for whom?~
CharSelf    You try to convince yourself of your innocence.~
OtherSelf   none~

SocialName  tease~
CharNoArg   What a tease.   SHEESH.~
OtherNoArg  $n looks around for someone to tease.~
CharFound   You tease $N in a playful way.~
OtherFound  $n sticks $s tongue out at $N.~
VictFound   $n sticks $s tongue out at you, what a DORK!!~
CharNFound  Tease whom?~
CharSelf    You tease yourself. NYAH NYAH NYAH.~
OtherSelf   $n teases $mself.~

SocialName  flirt~
CharNoArg   You flirt outrageously.~
OtherNoArg  $n is an outrageous flirt.~
CharFound   You flirt with $N trying to get $S attention.~
OtherFound  $n flirts with $N, hmmm wonder what $e wants? *wink*~
VictFound   $n flirts with you.~
CharNFound  Sorry no one here to flirt with. :(~
CharSelf    You flirt with yourself -- what ARE you trying to gain!?!?!?~
OtherSelf   $n flirts with $mself, wonder what $e is trying to accomplish?~

SocialName  tip~
CharNoArg   You tip your hat gallantly.~
OtherNoArg  $n gallantly tips $s hat.~
CharFound   You tip your hat to $N.~
OtherFound  $n gallantly tips $s hat to $N.~
VictFound   $n gallantly tips $s hat to you.~
CharNFound  But there is no one here to impress?!?!~
CharSelf    none~
OtherSelf   none~

SocialName  lust~
CharNoArg   Your hormones begin to rage.~
OtherNoArg  $n has that look of lust in $s eyes --- Get away QUICK!~
CharFound   You have lust after $N.~
OtherFound  $n looks lustily at $N.~
VictFound   $n lusts after your delectable body.~
CharNFound  Whom are you trying to lust after?~
CharSelf    Oh, please! You aren't THAT great...~
OtherSelf   $n lusts after $mself, lonely eh?~

SocialName  flutter~
CharNoArg   You flutter your eyelashes seductively.~
OtherNoArg  $n flutters $s eyelashes seductively.~
CharFound   You flutter your eyelashes at $N, trying to be seductive.~
OtherFound  $n flirts with $N, flutters $s eyelashes at $M.~
VictFound   $n flutters $s eyelashes at you coyly.~
CharNFound  EH? Can't see them here.~
CharSelf    none~
OtherSelf   none~

SocialName  bark~
CharNoArg   You bark loudly.~
OtherNoArg  $n barks like a dog.~
CharFound   You bark at $N, scaring $M silly!~
OtherFound  $n barks at $N, scaring $M senseless.~
VictFound   $n barks loudly at you.  You back away, because $e might bite too!!~
CharNFound  Bark at whom?~
CharSelf    You bark at yourself and jump back in fear.~
OtherSelf   $n barks at $mself and cowers in fear.~

SocialName  howl~
CharNoArg   You howl at the moon.~
OtherNoArg  $n howls at the moon.~
CharFound   You howl soulfully at $N.~
OtherFound  $n howls at $N.~
VictFound   $n howls soulfully at you.~
CharNFound  Who? What? Where?~
CharSelf    none~
OtherSelf   none~

SocialName  babble~
CharNoArg   You babble endlessly.~
OtherNoArg  $n babbles endlessly, won't $e EVER shut up?~
CharFound   You babble to $N for hours on end.~
OtherFound  $n babbles to $N for what seems an eternity, how can $N stand it?~
VictFound   $n babbles at you. You nod mechanically, hoping $e will shut up soon.~
CharNFound  Whom do you wish to annoy with your babble?~
CharSelf    You babble on and on to yourself, FINALLY! someone who LISTENS!!~
OtherSelf   $n babbles quietly to $mself.~

SocialName  ramble~
CharNoArg   You ramble on and on.~
OtherNoArg  $n rambles on about a boring exploit.~
CharFound   You ramble on to $N about your past adventures.~
OtherFound  $n blithers on and on to $N about something.~
VictFound   $n tells you a rather boring tale, you feign interest.~
CharNFound  ??EH??~
CharSelf    none~
OtherSelf   none~

SocialName  hush~
CharNoArg   SHHHHHHHHHHHHHHHHHHHHHH~
OtherNoArg  $n requests everyone quiet down.  Shhhhhhhhhhh...~
CharFound   You nicely ask $N to be more quiet.~
OtherFound  $n nicely asks $N to be more quiet.~
VictFound   $n kindly requests that you please quiet down.~
CharNFound  Who needs to be silenced?~
CharSelf    You realize you are loud and obnoxious and try to silence yourself.~
OtherSelf   $n covers $s mouth in an attempt to silence $mself.~

SocialName  threaten~
CharNoArg   You threaten everyone with your overwhelming presence.~
OtherNoArg  You feel threatened in the presence of the great $n.~
CharFound   You stand tall as you threaten $N.~
OtherFound  $n threatens $N forcefully.~
VictFound   $n threatens you...oooooooh scary *laugh*~
CharNFound  Whom do you wish to intimidate?~
CharSelf    none~
OtherSelf   none~

SocialName  roll~
CharNoArg   You roll your eyes.~
OtherNoArg  $n rolls $s eyes.~
CharFound   You look at $N and roll your eyes.~
OtherFound  $n rolls $s eyes at $N~
VictFound   $n rolls $s eyes at you.~
CharNFound  You should be disgusted with yourself because you look so foolish.~
CharSelf    You roll your eyes at your self.~
OtherSelf   $n rolls $s eyes at $mself. Now $e can see $mself out of the corner of $s eye.~

SocialName  swoon~
CharNoArg   You swoon.~
OtherNoArg  $n swoons in absolute ecstasy.~
CharFound   You look at $N and swoon in ecstasy.~
OtherFound  $n looks at $N and swoons in ecstasy.~
VictFound   $n looks at you and swoons in ecstasy.~
CharNFound  Who?~
CharSelf    none~
OtherSelf   none~

SocialName  raise~
CharNoArg   You raise an eyebrow at the notion.~
OtherNoArg  $n raises an eyebrow.~
CharFound   You raise your eyebrow at $N.~
OtherFound  $n raises an eyebrow at $N's weird actions.~
VictFound   $n raises an eyebrow at you.~
CharNFound  Forget it.  They aren't here.~
CharSelf    none~
OtherSelf   none~

SocialName  serenade~
CharNoArg   You raise your voice in a loud serenade to your invisible love.~
OtherNoArg  $n raises $s voice to serenade the world.~
CharFound   You raise your voice in a loving serenade to $N.~
OtherFound  $n raises $s voice in a loving serenade to $N.~
VictFound   $n serenades you, you are swept away by $s voice.~
CharNFound  The one that you wish to serenade has left you to sing to yourself.~
CharSelf    You sing a loud serenade to yourself.  What type of person are you?!~
OtherSelf   $n serenades $mself.  What an ego!~

SocialName  grimace~
CharNoArg   You grimace painfully at the thought.~
OtherNoArg  $n grimaces painfully at the thought.~
CharFound   You grimace at $N.~
OtherFound  $n grimaces at $n.~
VictFound   $n grimaces at you.  What could be wrong?~
CharNFound  You grimace at no one in particular.~
CharSelf    You grimace painfully at your thoughts.~
OtherSelf   $n grimaces painfully to $mself.~

SocialName  boggle~
CharNoArg   You boggle at the concept.~
OtherNoArg  $n boggles at the concept.~
CharFound   You boggle at $N.~
OtherFound  $n boggles at $n.~
VictFound   $n boggles at you.~
CharNFound  Boggle away.  They've left.~
CharSelf    You boggle at yourself.  Hmmm...intriguing.~
OtherSelf   $n boggles quietly to $mself.~

SocialName  beckon~
CharNoArg   You beckon for everyone to follow.~
OtherNoArg  $n beckons for everyone to follow.~
CharFound   You beckon for $N to follow -- sure hope they do!~
OtherFound  $n beckons $N to follow...hmmm what's going on?~
VictFound   $n beckons for you to follow.~
CharNFound  So sorry, that person has already left.~
CharSelf    You beckon to your shadow to follow.~
OtherSelf   $n beckons to $s shadow to follow.~

SocialName  wonder~
CharNoArg   You wonder about how things could have been.~
OtherNoArg  $n gets a blank stare on $s face.  What could $e be wondering about?~
CharFound   You look at $N and wonder what will happen.~
OtherFound  $n looks at $N and wonders....~
VictFound   $n looks at you quizzically.~
CharNFound  You wonder what would have happened had they been here.~
CharSelf    You wonder about yourself and your purpose here.~
OtherSelf   A blank stare crosses $n's face.  What could $e be wondering about?~

SocialName  worry~
CharNoArg   You worry about what's going to happen.~
OtherNoArg  A troubled look suddenly crosses $n's face.  Wonder what's wrong?~
CharFound   You look at $N worriedly.~
OtherFound  $n looks at $N with a troubled gaze.~
VictFound   $n looks at you worriedly.~
CharNFound  Well they obviously aren't worried -- they left!~
CharSelf    You worry about what's going to happen.~
OtherSelf   A troubled look suddenly crosses $n's face.  Wonder what's wrong?~

SocialName  drool~
CharNoArg   You drool down the front of your shirt.~
OtherNoArg  $n drools all over $mself -- making a TERRIBLE mess!~
CharFound   You drool messily on $N.~
OtherFound  $n drools upon $N.~
VictFound   $n looks at you lustily and drools.~
CharNFound  Oh fine, make a pool of slobber -- they aren't even here!~
CharSelf    You drool down the front of your shirt.~
OtherSelf   $n drools all over $mself -- making a TERRIBLE mess!~

SocialName  nod~
CharNoArg   You nod.~
OtherNoArg  $n nods.~
CharFound   You nod in agreement to $N.~
OtherFound  $n nods at $N.~
VictFound   $n nods at you in agreement.~
CharNFound  Nod your head off -- they aren't here.~
CharSelf    You attempt to nod at yourself and get dizzy instead.~
OtherSelf   $n nods quietly to $mself.  What a wacko.~

SocialName  point~
CharNoArg   You point in every direction.~
OtherNoArg  $n points excitedly!~
CharFound   You point at $N.~
OtherFound  $n points excitedly at $N!~
VictFound   $n points at you.  How rude!~
CharNFound  You point at no one in particular.~
CharSelf    You point at yourself, obviously very confused.~
OtherSelf   $n points at $mself, obviously very confused.~

SocialName  rub~
CharNoArg   You rub your hands together in greedy anticipation.~
OtherNoArg  $n rubs $s hands together in greedy anticipation.~
CharFound   You give $N a nice, long, kinky rubdown.~
OtherFound  $n gives $N a nice long rubdown.~
VictFound   $n gives you a rubdown, running $s hands over your tense shoulders...Mmmm...~
CharNFound  Shame to waste those talented hands, but they've already left.~
CharSelf    You rub yourself...lingering a little too long in some places.~
OtherSelf   $n rubs $mself...what a creep!~

SocialName  propose~
CharNoArg   You propose to everyone in the room.~
OtherNoArg  $n proposes to everyone in the room.  Very odd.~
CharFound   You kneel and romantically propose to $N.~
OtherFound  $n gets on one knee and proposes to $N.~
VictFound   $n gets down on one knee and romantically proposes to you.~
CharNFound  You must be lonely.  They aren't here.~
CharSelf    You are SO full of yourself!~
OtherSelf   $n proposes to $mself -- how narcissistic!~

SocialName  peer~
CharNoArg   You peer around yourself intently.~
OtherNoArg  $n peers around $mself intently.~
CharFound   You peer intently at $N.~
OtherFound  $n peers intently at $N.~
VictFound   $n peers at you intently.~
CharNFound  They aren't here.~
CharSelf    You get a little cross-eyed with your attempts to stare yourself down.~
OtherSelf   $n peers at $mself, crossing $s eyes in the process.~

SocialName  worship~
CharNoArg   You prostrate yourself and worship the gods!~
OtherNoArg  $n prostrates $mself and worships the gods!~
CharFound   You fall on your knees and worship $N.~
OtherFound  $n falls on $s knees and worships $N.~
VictFound   $n falls to the ground and worships you.~
CharNFound  You can't worship someone who isn't here.~
CharSelf    You worship yourself.~
OtherSelf   $n worships $mself.~

SocialName  bearhug~
CharNoArg   Whom do you wish to bearhug?~
OtherNoArg  none~
CharFound   You overwhelm $N with a great, big, hulking bearhug.~
OtherFound  $n encompasses $N in an ENORMOUS bearhug!~
VictFound   $n clutches you tightly in an overwhelming bearhug!~
CharNFound  Perhaps you should shower your affections on someone who is here?~
CharSelf    You vainly clutch yourself in a bearhug for consolation.~
OtherSelf   $n hugs $mself as tightly as possible.  Looks like $e could use a hand.~

SocialName  innocent~
CharNoArg   You innocently whistle a tune.~
OtherNoArg  $n looks around and whistles innocently.~
CharFound   You look at $N and bat your eyelashes -- the picture of innocence!~
OtherFound  $n bats $s eyelashes innocently at $N.~
VictFound   $n looks at you and innocently bats $s eyelashes.~
CharNFound  Don't even TRY -- they've already left.~
CharSelf    none~
OtherSelf   none~

SocialName  collapse~
CharNoArg   You collapse on the floor from exhaustion.~
OtherNoArg  $n dramatically collapses to the floor from exhaustion.   ~
CharFound   You collapse right into $N's arms.~
OtherFound  $n collapses right into $N's arms.~
VictFound   Suddenly, $n collapses into your arms from exhaustion.  ~
CharNFound  They've already left, just collapse on the floor.~
CharSelf    none~
OtherSelf   none~

SocialName  stretch~
CharNoArg   You lean back and streeeeeettch your arms and legs.~
OtherNoArg  $n stretches luxuriously.  Kinda makes you want to doesn't it?~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  boast~
CharNoArg   You boast loudly of all your amazing accomplishments.~
OtherNoArg  $n boasts loudly in a pigheaded fashion.~
CharFound   You boast to $N of all your great deeds.~
OtherFound  $n boasts to $N.~
VictFound   Once again, $n boasts to you, what a bloated ego!~
CharNFound  Your ego takes a blow.  They've already left.~
CharSelf    You boast to yourself of all your great feats!  Your own biggest fan.~
OtherSelf   $n boasts to $mself -- what an ego!~

SocialName  squirm~
CharNoArg   You squirm uncontrollably in your consternation.~
OtherNoArg  $n squirms uncontrollably, suddenly looking very uncomfortable.~
CharFound   You look at $N and squirm with delight.              ~
OtherFound  $n looks at $N and squirms with delight.~
VictFound   $n looks at you and squirms with delight.~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  goose~
CharNoArg   Who would you like to goose?~
OtherNoArg  none~
CharFound   You tenderly goose $N on the tush.~
OtherFound  $n reaches around $N's backside and gooses $M tenderly.~
VictFound   $n gooses you tenderly!~
CharNFound  You should go hunting for another victim, they left.~
CharSelf    You pinch yourself on the rear, you must be desperate.~
OtherSelf   $n pinches $mself on the rear.~

SocialName  wince~
CharNoArg   You wince in agony.~
OtherNoArg  $n winces in agony.~
CharFound   You look at $N and wince at $S remark.~
OtherFound  $n winces at $N's remark.~
VictFound   $n winces at your remark.~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  brb~
CharNoArg   Hope to see you soon!~
OtherNoArg  $n will be right back!~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  mutter~
CharNoArg   You mutter quietly to yourself.~
OtherNoArg  $n mutters something quietly to $mself.~
CharFound   You mutter something to $N.~
OtherFound  $n looks at $N and mutters something nasty under $s breath.                 ~
VictFound   $n looks at you and mutters something nasty under $s breath.~
CharNFound  There's nothing left for you to say, they've left!~
CharSelf    You mutter quietly to yourself.~
OtherSelf   $n mutters something quietly to $mself.~

SocialName  rofl~
CharNoArg   You roll on the floor, laughing hysterically.~
OtherNoArg  $n falls to the ground and rolls around laughing hysterically.~
CharFound   You fall to the floor laughing at $N's remark.~
OtherFound  $n rolls on the floor laughing at $N's antics!~
VictFound   $n rolls on the floor laughing at your antics!~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  sob~
CharNoArg   You sob quietly to yourself.~
OtherNoArg  $n sobs in misery.~
CharFound   You sob quietly to yourself because $N has hurt your feelings so badly.~
OtherFound  $n sobs quietly to $mself because $N was a jerk!~
VictFound   You feel like a cad because you've made $n sob.~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  pant~
CharNoArg   You pant lustily.~
OtherNoArg  $n pants lustily.~
CharFound   You pant lustily at $M.~
OtherFound  $n looks at $N and pants lustily.~
VictFound   $n looks at you and pants lustily...~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  whine~
CharNoArg   You whine to anyone who will listen to you.~
OtherNoArg  $n whines pathetically to anyone who will listen.~
CharFound   You whine to $M, hoping desperately that at least $E will give a damn.~
OtherFound  $n whines pathetically to $N.~
VictFound   $n whines pathetically to you.  What a loser!~
CharNFound  They really don't care.~
CharSelf    You whine to yourself, probably the only one who will listen.~
OtherSelf   $n whines to $mself.  At least $e isn't bitching to YOU.~

SocialName  flex~
CharNoArg   You flex your muscles proudly!~
OtherNoArg  $n flexes $s muscles...what a stud!?!~
CharFound   You show off to $N, flexing your muscles proudly.~
OtherFound  $n flexes $s muscles, in a vain attempt to impress $N.~
VictFound   $n flexes $s muscles in a vain attempt to show off to you.~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  embrace~
CharNoArg   Who would you like to embrace?  ~
OtherNoArg  none~
CharFound   You wrap your arms around $N in a warm and loving embrace.~
OtherFound  $n wraps $s arms around $N in a warm and loving embrace.~
VictFound   $n takes you in $s arms in a warm and loving embrace.~
CharNFound  Your heart breaks as you realize you are alone.~
CharSelf    You try to console yourself with a loving embrace.~
OtherSelf   $n tries to console $mself by wrapping $s arms around $mself.~

SocialName  duck~
CharNoArg   DUCK!!!!~
OtherNoArg  $n ducks defensively.~
CharFound   You duck defensively, anticipating the oncoming swipe from $N.~
OtherFound  $n ducks, anticipating $N's reaction.~
VictFound   $n ducks, please oh please don't hit $m!~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  bonk~
CharNoArg   ***BONK!!!***~
OtherNoArg  none~
CharFound   You bonk $N on the head for being such a moron.~
OtherFound  $n bonks $N on the head for being such an UTTER moron.~
VictFound   $n bonks you on the head for being so foolish.~
CharNFound  ***BONK*** they left...~
CharSelf    You bonk yourself, fool that you are.~
OtherSelf   $n bonks $mself and grimaces in pain.~

SocialName  squeal~
CharNoArg   You squeal with delight!~
OtherNoArg  $n lets out a sudden squeal of delight!~
CharFound   You look at $N and squeal with delight!~
OtherFound  $n squeals with delight at $N.~
VictFound   $n looks at you and squeals with delight!~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  spit~
CharNoArg   You spit in utter disgust.~
OtherNoArg  $n spits in utter disgust!~
CharFound   You spit on $N...you're gross!~
OtherFound  $n spits on $N.~
VictFound   $n spits on you -- how gross!~
CharNFound  Your victim isn't here.~
CharSelf    You spit on yourself, pretty nasty eh?~
OtherSelf   $n spits on $mself...what a sicko!~

SocialName  life~
CharNoArg   You try to get a life, and fail.~
OtherNoArg  $n tries to get a life, and fails.~
CharFound   $N needs to get a life!~
OtherFound  $N needs to get a life!~
VictFound   You need to get a life!~
CharNFound  Who needs a life?~
CharSelf    But you have none to give!~
OtherSelf   $n attempts to give $mself a life, but has none to spare.~

SocialName  flinch~
CharNoArg   EEEK... You flinch in obvious pain.~
OtherNoArg  $n flinches in obvious pain... you wonder what $e did THIS time.~
CharFound   Don't you wish you could just crawl under a rock and die?~
OtherFound  $n sneaks a glance at $N and flinches.~
